type,title,cast,country,date_added,release_year,rating,listed_in,id,duration_int,duration_type,score
tv show,bitten,"laura vandervoort, greyston holt, greg bryk, steve lund, paul greene, michael xavier, genelle williams",canada,2016-05-26,2016,tv-ma,"international tv shows, tv dramas, tv horror",ns6319,3,season,3.53
tv show,bitter daisies,"maría mera, toni salgado, miquel insua, denis gómez, lucía álvarez, sara sanz, jimmy núñez, paloma saavedra, manuel cortés, yelena molina, ricardo de barreiro, nerea barros, santiago cuquejo, martina stetson, carlos villarino",spain,2019-03-29,2018,tv-ma,"crime tv shows, international tv shows, tv dramas",ns6320,1,season,3.54
movie,bittoo boss,"pulkit samrat, ashok pathak, tanvir singh, amita pathak, sunil shetty, rajendra sethi, mohan kapoor",india,2020-07-05,2012,tv-14,"comedies, dramas, international movies",ns6321,117,min,3.62
movie,black & privileged: volume 1,"dawnisha halfkenny, simeon henderson, corey hendrix, malcom banks, nadia simms, brian white, brely evans, cynda williams, carl anthony payne ii",united states,2019-07-12,2019,tv-ma,dramas,ns6322,79,min,3.48
movie,black hawk down,"josh hartnett, ewan mcgregor, tom sizemore, eric bana, william fichtner, ewen bremner, sam shepard, gabriel casseus, kim coates, hugh dancy, ron eldard, ioan gruffudd, tom guiry, charlie hofheimer, danny hoch, jason isaacs, zeljko ivanek, glenn morshower, jeremy piven, brendan sexton iii","united states, united kingdom",2019-01-01,2001,r,"action & adventure, dramas",ns6323,144,min,3.49
tv show,black heart,"barış kılıç, tuvana türkay, serhat tutumluer, gülçin santırcıoğlu, kenan bal",turkey,2018-10-12,2014,tv-14,"crime tv shows, international tv shows, tv dramas",ns6324,1,season,3.52
movie,black man white skin,,spain,2016-06-01,2015,tv-pg,"documentaries, international movies",ns6325,79,min,3.52
movie,black panther,"chadwick boseman, michael b. jordan, lupita nyong'o, danai gurira, martin freeman, daniel kaluuya, letitia wright, winston duke, sterling k. brown, angela bassett, forest whitaker, andy serkis, florence kasumba, john kani, david s. lee, stan lee",united states,2018-09-04,2018,pg-13,"action & adventure, sci-fi & fantasy",ns6326,135,min,3.53
movie,black site delta,"cam gigandet, teri reeves, michael dale, dion mucciacito, casey hendershot, benjamin charles watson, john brodsky, arash mokhtar",united states,2017-08-09,2017,tv-ma,action & adventure,ns6327,88,min,3.62
movie,black snake moan,"samuel l. jackson, christina ricci, justin timberlake, s. epatha merkerson, john cothran, david banner, michael raymond-james, adriane lenox, kim richards, neimus k. williams",united states,2019-11-20,2007,r,"dramas, independent movies",ns6328,116,min,3.46
movie,black snow,"ricardo darín, leonardo sbaraglia, laia costa, federico luppi, dolores fonzi, andrés herrera","argentina, spain",2017-07-01,2017,tv-ma,"dramas, international movies, thrillers",ns6329,91,min,3.62
movie,blackfish,,united states,2020-05-01,2013,pg-13,documentaries,ns6330,83,min,3.55
movie,blackway,"anthony hopkins, julia stiles, alexander ludwig, ray liotta, hal holbrook, lochlyn munro, steve bacic, aaron pearl, aleks paunovic",united states,2017-12-15,2015,pg-13,thrillers,ns6331,90,min,3.6
movie,blaze,"benjamin dickey, alia shawkat, josh hamilton, charlie sexton, sam rockwell, wyatt russell, steve zahn, kris kristofferson, richard linklater, david kallaway, ritchie montgomery",united states,2020-08-30,2018,r,"dramas, independent movies, music & musicals",ns6332,129,min,3.49
movie,bleed for this,"miles teller, aaron eckhart, katey sagal, ciarán hinds, ted levine, jordan gelber, amanda clayton, daniel sauli, christine evangelista, tina casciani",united states,2020-04-11,2016,r,"dramas, sports movies",ns6333,120,min,3.53
movie,blinky bill: the movie,"ryan kwanten, rufus sewell, toni collette, robin mcleavy, david wenham, barry humphries, richard roxburgh, deborah mailman, barry otto","australia, united states",2017-02-08,2015,pg,children & family movies,ns6334,91,min,3.48
movie,blockbuster,"syrus shahidi, lionel abelanski, charlotte gabris, tom hygreck, sylvain quimene, laura boujenah, foed amara",france,2018-01-24,2017,tv-ma,"comedies, independent movies, international movies",ns6335,85,min,3.53
tv show,blood & treasures,"nawat kulrattanarak, woranuch wongsawan, jespipat tilapornputt, paramej noiam, phutharit prombandal",thailand,2018-07-14,2016,tv-14,"international tv shows, tv dramas, tv sci-fi & fantasy",ns6336,1,season,3.54
movie,blood father,"mel gibson, erin moriarty, diego luna, michael parks, william h. macy, miguel sandoval, dale dickey, richard cabral, daniel moncada, ryan dorsey",france,2020-03-26,2016,r,"action & adventure, international movies",ns6337,88,min,3.55
movie,blow,"johnny depp, penélope cruz, franka potente, rachel griffiths, paul reubens, jordi mollà, cliff curtis, miguel sandoval, ethan suplee, ray liotta",united states,2019-10-01,2001,r,dramas,ns6338,123,min,3.64
movie,blue is the warmest color,"léa seydoux, adèle exarchopoulos, salim kechiouche, aurélien recoing, catherine salée, benjamin siksou, mona walravens, alma jodorowsky, jérémie laheurte, anne loiret, benoît pilot, sandor funtek, fanny maurin","france, belgium, spain",2016-08-26,2013,nc-17,"dramas, independent movies, international movies",ns6339,180,min,3.46
movie,blue jasmine,"cate blanchett, sally hawkins, alec baldwin, louis c.k., bobby cannavale, andrew dice clay, peter sarsgaard, michael stuhlbarg, tammy blanchard, max casella, alden ehrenreich",united states,2019-03-08,2013,pg-13,"comedies, dramas, independent movies",ns6340,98,min,3.47
movie,blue mountain state: the rise of thadland,"alan ritchson, darin brooks, james cade, rob ramsay, chris romano, frankie shaw, omari newton, ed marinaro, dhani jones, ed amatrudo, jimmy tatro",united states,2016-03-01,2016,r,comedies,ns6341,90,min,3.48
tv show,blue planet ii,david attenborough,united kingdom,2018-12-03,2017,tv-g,"british tv shows, docuseries, science & nature tv",ns6342,1,season,3.43
movie,blue ruin,"macon blair, devin ratray, amy hargreaves, kevin kolack, eve plumb, david w. thompson, brent werzner, stacy rock, sidné anderson, sandy barnett, bonnie johnson","united states, france",2019-02-25,2013,r,"independent movies, thrillers",ns6343,90,min,3.53
movie,blue streak,"martin lawrence, luke wilson, peter greene, dave chappelle, nicole ari parker, graham beckel, robert miranda, olek krupa, saverio guerra, richard c. sarafian, william forsythe","germany, united states",2021-01-01,1999,pg-13,"action & adventure, comedies",ns6344,94,min,3.58
movie,blue valentine,"ryan gosling, michelle williams, faith wladyka, john doman, mike vogel, ben shenkman, jen jones, maryann plunkett, marshall johnson, james benatti, barbara troy, carey westbrook, enid graham",united states,2018-07-05,2010,r,"dramas, independent movies, romantic movies",ns6345,112,min,3.5
movie,blurred lines: inside the art world,,canada,2017-12-31,2017,tv-ma,documentaries,ns6346,85,min,3.46
movie,bob lazar: area 51 & flying saucers,robert lazar,united states,2019-06-18,2018,tv-ma,documentaries,ns6347,97,min,3.58
tv show,bob ross: beauty is everywhere,bob ross,,2016-06-01,1991,tv-g,tv shows,ns6348,1,season,3.47
movie,bob's broken sleigh,"cole howard, bruce greenwood, victor garber, michael adamthwaite, raini rodriguez, colin murdock, maryke hendrikse, sam vincent, gabe khouth",canada,2015-12-17,2015,tv-g,children & family movies,ns6349,47,min,3.62
movie,bobbi jene,bobbi jene smith,"denmark, sweden, israel, united states",2018-06-01,2017,tv-ma,documentaries,ns6350,99,min,3.58
movie,bobby,"rishi kapoor, dimple kapadia, pran, prem nath, sonia sahni, durga khote, aruna irani, prem chopra, farida jalal",india,2019-12-31,1973,tv-14,"classic movies, dramas, international movies",ns6351,168,min,3.55
movie,bobby robson: more than a manager,bobby robson,united kingdom,2018-12-01,2018,tv-14,"documentaries, international movies, sports movies",ns6352,99,min,3.57
movie,bobby sands: 66 days,,"ireland, united kingdom",2017-09-28,2016,tv-14,documentaries,ns6353,106,min,3.57
movie,bokeh,"maika monroe, matt o'leary, arnar jónsson, gunnar helgason, berglind rós sigurðardóttir","united states, iceland",2017-06-22,2017,tv-14,"dramas, independent movies, sci-fi & fantasy",ns6354,92,min,3.54
movie,bolt,"john travolta, miley cyrus, susie essman, mark walton, malcolm mcdowell, james lipton, greg germann, diedrich bader, nick swardson, j.p. manoux, dan fogelman, kari wahlgren, chloë grace moretz, randy savage, ronn moss, john dimaggio, daran norris, jeff bennett, brian stepanek, todd cummings",united states,2018-07-22,2008,pg,"children & family movies, comedies",ns6355,99,min,3.53
movie,bombshell: the hedy lamarr story,hedy lamarr,united states,2018-05-31,2017,tv-14,documentaries,ns6356,89,min,3.58
movie,bon bini holland,"jandino asporaat, liliana de vries, teun kuilboer, sergio ijssel, dennis rudge, alpha oumar barry, phi nguyen",netherlands,2016-09-01,2015,tv-ma,"comedies, international movies",ns6357,88,min,3.5
tv show,bondi rescue,"andrew günsberg, dean gladstone, bruce hopkins, trent 'maxi' maxwell, andrew reid, ryan clark, chris chapman, anthony 'harries' caroll",australia,2019-11-01,2016,tv-pg,reality tv,ns6358,1,season,3.59
movie,bonnie and clyde,"warren beatty, faye dunaway, michael j. pollard, gene hackman, estelle parsons, denver pyle, dub taylor, evans evans, gene wilder",united states,2021-01-01,1967,r,"action & adventure, classic movies, dramas",ns6359,111,min,3.5
movie,boom,"amitabh bachchan, gulshan grover, jackie shroff, javed jaffrey, katrina kaif, madhu sapre, padma lakshmi, seema biswas, zeenat aman, boman irani",india,2018-03-01,2003,tv-ma,"action & adventure, dramas, international movies",ns6360,79,min,3.5
tv show,border patrol,timothy balme,,2019-10-02,2016,tv-pg,reality tv,ns6361,1,season,3.52
tv show,borderline,"david avery, jackie clune, david elms, liz kingsman, jamie michie",united kingdom,2017-12-02,2017,tv-14,"british tv shows, tv comedies",ns6362,2,season,3.47
movie,born strong,"eddie hall, hafþór júlíus björnsson, brian shaw, zydrunas savickas",united states,2017-12-31,2017,tv-ma,"documentaries, sports movies",ns6363,86,min,3.57
movie,born to be free,"casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 beluga whales kept in captivity for years.","united kingdom, russia",2017-04-01,2016,tv-14,"documentaries, international movies",ns6364,74,min,3.55
tv show,botched up bodies,"charlie brooks, sue johnston",united kingdom,2019-10-02,2013,tv-ma,"british tv shows, docuseries, international tv shows",ns6365,1,season,3.62
movie,bottom of the world,"jena malone, douglas smith, ted levine, tamara duarte, kelly pendygraft, mark sivertsen, jon mclaren","canada, united states",2020-05-28,2017,tv-ma,"dramas, independent movies, thrillers",ns6366,84,min,3.48
movie,boy and the world,"vinícius garcia, felipe zilse, alê abreu, lu horta, marco aurélio campos, cassius romero, alfredo rollo",brazil,2017-10-01,2013,pg,children & family movies,ns6367,80,min,3.56
movie,boy bye,"wendy raquel robinson, ross fleming, shondrella avery, tammy townsend, omar gooding, tracy davis, veronika bozeman, kelly perine, valarie pettiford",united states,2019-04-02,2016,tv-ma,"comedies, romantic movies",ns6368,86,min,3.49
tv show,brain games,jason silva,united states,2019-03-15,2016,tv-g,"docuseries, science & nature tv",ns6369,3,season,3.63
movie,brampton's own,"alex russell, rose mciver, jean smart, scott porter, kevin linehan, spencer grammer, carter hastings, riley voelkel, john getz",united states,2019-04-19,2018,tv-ma,"dramas, romantic movies, sports movies",ns6370,90,min,3.58
movie,bratz: the movie,"logan browning, janel parrish, nathalia ramos, skyler shaye, chelsea kane",united states,2020-06-29,2007,pg,"children & family movies, comedies",ns6371,102,min,3.59
tv show,brave miss world,linor abargil,"united states, israel, italy, south africa",2018-02-17,2013,tv-14,"crime tv shows, docuseries",ns6372,1,season,3.55
movie,brave new jersey,"tony hale, anna camp, sam jaeger, heather burns, dan bakkedahl, raymond j. barry, erika alexander, mel rodriguez, evan jonigkeit, grace kaufman",united states,2017-12-15,2016,tv-ma,"comedies, independent movies",ns6373,92,min,3.57
tv show,braxton family values,"toni braxton, trina braxton, traci braxton, towanda braxton, tamar braxton",united states,2020-02-15,2014,tv-pg,reality tv,ns6374,2,season,3.53
movie,breaking free,sridhar rangayan,india,2017-12-15,2015,tv-ma,"documentaries, international movies, lgbtq movies",ns6375,81,min,3.46
movie,breath,"samson coulter, ben spence, simon baker, elizabeth debicki, richard roxburgh, rachael blake, jacek koman",australia,2018-12-05,2018,tv-ma,"dramas, sports movies",ns6376,116,min,3.48
movie,brick,"joseph gordon-levitt, nora zehetner, lukas haas, noah fleiss, matt o'leary, emilie de ravin, noah segan, richard roundtree, meagan good, brian white",united states,2018-09-01,2005,r,"independent movies, thrillers",ns6377,110,min,3.61
movie,bring it on: worldwide showdown,"cristine prosperi, jordan rodrigues, gia re, sophie vavasseur, sven ruygrok, stephan lee benson, natalie walsh, vivica a. fox",united states,2017-08-29,2017,pg-13,comedies,ns6378,95,min,3.54
tv show,bringing sexy back,samantha armstrong,,2019-10-02,2015,tv-14,"international tv shows, reality tv",ns6379,1,season,3.47
movie,brooklyn's finest,"richard gere, don cheadle, ethan hawke, wesley snipes, will patton, lili taylor, michael kenneth williams, brían f. o'byrne, shannon kane, ellen barkin, vincent d'onofrio, logan marshall-green",united states,2018-10-01,2009,r,"dramas, thrillers",ns6380,133,min,3.65
movie,brotherhood of blades ii: the infernal battlefield,"chang chen, yang mi, zhang yi, lei jiayin, xin zhilei, shih chieh king",china,2018-11-28,2017,tv-ma,"action & adventure, international movies",ns6381,120,min,3.52
tv show,brown nation,"rajeev varma, shenaz treasury, kapil bawa, remy munasifi, omi vaidya, melanie chandra, sana serrai, jonathan horvath, akaash singh",united states,2016-11-15,2016,tv-14,tv comedies,ns6382,1,season,3.49
movie,bruno and boots: go jump in the pool,"jonny gray, callan potter, peter keleghan, hannah vandenbygaart, kiana madeira, joshua kilimnik, drew haytaoglu, isiah lea, scott thompson, caroline rhea",canada,2017-06-24,2016,tv-pg,"children & family movies, comedies",ns6383,91,min,3.61
movie,bruno and boots: the wizzle war,"jonny gray, callan potter, matt baram, caroline rhea, kiana madeira",canada,2017-07-01,2017,tv-pg,"children & family movies, comedies",ns6384,90,min,3.55
movie,bruno and boots: this can't be happening at macdonald hall,"jonny gray, callan potter, peter keleghan, caroline rhea",canada,2017-06-24,2017,tv-pg,"children & family movies, comedies",ns6385,90,min,3.51
tv show,buddha,"himanshu soni, kajal jain, sanket choukse, kabir bedi, sameer dharmadhikari, jagat singh, reshmi ghosh, siddharth vasudev, amit behl, hemant choudhary",,2018-04-01,2013,tv-pg,"international tv shows, tv dramas",ns6386,1,season,3.48
movie,buffalo boys,"yoshua sudarso, ario bayu, pevita pearce, tio pakusadewo, reinout bussemaker, mikha tambayong, happy salma, alex abbad, zack lee","indonesia, singapore",2019-04-12,2018,tv-ma,"action & adventure, international movies",ns6387,103,min,3.57
movie,bugs,,"netherlands, denmark, france, germany",2018-02-20,2016,tv-g,"documentaries, international movies",ns6388,73,min,3.52
movie,bullitt county,"mike c. nelson, jenni melear, david mccracken, napoleon ryan, dorothy lyman, richard riehle",united states,2019-06-01,2018,tv-ma,"independent movies, thrillers",ns6389,98,min,3.53
tv show,"bure kaam bura natija, kyun bhai chacha haan bhatija",,,2018-03-31,2017,tv-pg,kids' tv,ns6390,1,season,3.48
movie,burlesque,"cher, christina aguilera, alan cumming, eric dane, cam gigandet, julianne hough, peter gallagher, kristen bell, stanley tucci, dianna agron",united states,2019-12-16,2010,pg-13,"dramas, romantic movies",ns6391,119,min,3.5
movie,burlesque: heart of the glitter tribe,,united states,2017-06-01,2017,tv-ma,documentaries,ns6392,76,min,3.49
movie,burning,"yoo ah-in, steven yeun, jun jong-seo, kim soo-kyung, moon sung-keun, choi seung-ho","south korea, japan",2019-04-29,2018,tv-ma,"dramas, independent movies, international movies",ns6393,148,min,3.53
tv show,burnistoun,"iain connell, robert florence, kirsty strain, richard rankin, allan miller, louise stewart",united kingdom,2019-10-01,2012,tv-ma,"british tv shows, tv comedies",ns6394,2,season,3.56
movie,bushwick,"dave bautista, brittany snow, angelic zambrana, jeremie harris, myra lucretia taylor, arturo castro, christian navarro",united states,2017-11-24,2017,tv-ma,"action & adventure, independent movies",ns6395,94,min,3.49
movie,butterfield 8,"elizabeth taylor, laurence harvey, eddie fisher, dina merrill, mildred dunnock, betty field, jeffrey lynn, susan oliver",united states,2019-11-01,1960,tv-14,"classic movies, dramas, romantic movies",ns6396,108,min,3.56
movie,cézanne et moi,"guillaume canet, guillaume gallienne, alice pol, déborah françois, sabine azéma, freya mavor, isabelle candelier, laurent stocker","belgium, france",2017-09-07,2016,r,"dramas, independent movies, international movies",ns6397,114,min,3.57
movie,cabin fever,"gage golightly, matthew daddario, samuel davis, nadine crocker, dustin ingram, randy schulman",united states,2019-06-06,2016,r,"horror movies, thrillers",ns6398,98,min,3.62
tv show,cabins in the wild with dick strawbridge,"dick strawbridge, william hardie",united kingdom,2018-09-15,2017,tv-pg,"british tv shows, international tv shows, reality tv",ns6399,1,season,3.6
movie,cahaya dari timur beta maluku,"chicco jerikho, abdurrahman arif, jajang c. noer, ridho hafiedz, leo maitimu, shafira umm, glenn fredly, aufa assagaf, burhanuddin ohorella, bebeto leutually",indonesia,2018-10-05,2014,tv-14,"dramas, international movies, sports movies",ns6400,151,min,3.52
movie,caida del cielo,"muriel santa ana, peto menahem, héctor díaz, sebastián wainraich, karina k., hernán jiménez, fabián forte, verónica intile",argentina,2017-01-20,2016,tv-ma,"comedies, international movies, romantic movies",ns6401,78,min,3.61
tv show,cain and abel,"so ji-sub, shin hyun-joon, chae jung-an, han ji-min, kim hae-suk, you-mi ha, yong jang, kwon hae-hyo",south korea,2019-03-12,2009,tv-ma,"international tv shows, korean tv shows, romantic tv shows",ns6402,1,season,3.58
movie,cake,"aamina sheikh, sanam saeed, adnan malik, mohammad ahmad, beo rana zafar, faris khalid, hira hussain, mikaal zulfiqar","united kingdom, pakistan",2019-05-15,2018,tv-ma,"comedies, dramas, international movies",ns6403,125,min,3.63
movie,calendar girls,"akanksha puri, avani modi, kyra dutt, ruhi singh, satarupa pyne, mita vashisht, keith sequeira, deepak wadhwa, indraneil sengupta, vikram sakhalkar",india,2017-10-15,2015,tv-14,"dramas, international movies",ns6404,126,min,3.51
tv show,calico critters,"georgie fuller, jessica hinds-mingo, mayumi kawai, sarah sumeray, alix macey, jenna sharpe",,2018-11-01,2018,tv-y,kids' tv,ns6405,1,season,3.51
movie,calico critters: a town of dreams,,,2018-11-01,2017,tv-y,children & family movies,ns6406,11,min,3.52
movie,calico critters: the treasure of calico village,,,2018-11-01,2017,tv-y,children & family movies,ns6407,22,min,3.57
tv show,call me francis,"rodrigo de la serna, sergio hernández, mercedes morán, muriel santa ana, alex brendemühl, maximilian dirr, andres gil, marco di tieri",italy,2016-12-16,2016,tv-14,"international tv shows, spanish-language tv shows, tv dramas",ns6408,1,season,3.52
tv show,camelia la texana,"sara maldonado, erik hayser, andrés palacios, dagoberto gama, luis ernesto franco, arcelia ramírez, eréndira ibarra","mexico, united states",2017-02-01,2014,tv-14,"crime tv shows, romantic tv shows, spanish-language tv shows",ns6409,1,season,3.56
movie,camera store,"john larroquette, john rhys-davies, paul ben-victor, david james elliott, laura silverman, cheryl ladd, justin lieberman, maddie mccormick",united states,2017-08-20,2016,tv-ma,"comedies, dramas",ns6410,104,min,3.54
movie,camp cool kids,"connor rosen, logan shroyer, michael gross, markie post, leigh-allyn baker, juliocesar chavez, tyree brown",united states,2018-01-01,2017,tv-g,"children & family movies, comedies, dramas",ns6411,104,min,3.53
tv show,camp x,,canada,2019-02-01,2014,tv-ma,docuseries,ns6412,1,season,3.56
movie,camp x-ray,"kristen stewart, peyman moaadi, john carroll lynch, lane garrison, joseph julian soria, ser'darius blain, cory michael smith, julia duffy",united states,2017-01-14,2014,r,"dramas, independent movies",ns6413,117,min,3.45
tv show,can we get married?,"sung jun, so-min jung, sung-min kim, ae-yeon jeong, mi-sook lee, eun-sook sunwoo, seok-woo kang, young-kwang kim, han groo, jin-soo kim",south korea,2017-05-22,2012,tv-14,"international tv shows, korean tv shows, romantic tv shows",ns6414,1,season,3.45
movie,can't hardly wait,"jennifer love hewitt, ethan embry, charlie korsmo, lauren ambrose, peter facinelli, seth green, michelle brookhurst, alexander martin, erik palladino, channon roe, sean patrick thomas",united states,2021-01-01,1998,pg-13,"comedies, romantic movies",ns6415,101,min,3.47
movie,candyman,"virginia madsen, tony todd, xander berkeley, kasi lemmons, vanessa williams, dejuan guy, michael culkin, stanley desantis","united states, united kingdom",2019-10-01,1992,r,"cult movies, horror movies",ns6416,99,min,3.5
tv show,cannabis,"jean-michel correia, yasin houicha, pedro casablanc, christophe paou, kate moran, santi pons",france,2016-12-15,2016,tv-ma,"crime tv shows, international tv shows, tv dramas",ns6417,1,season,3.6
movie,capital in the twenty-first century,,"france, new zealand",2020-09-08,2019,tv-14,documentaries,ns6418,103,min,3.54
movie,cappuccino,"dharmajan bolgatty, aneesh menon, sunil sukhada, anita lukmance, kottayam pradeep, natasha doshi, hareesh perumanna, sharanya, vineeth mohan, sudhi koppa",india,2018-07-01,2017,tv-pg,"comedies, dramas, international movies",ns6419,126,min,3.49
movie,cardboard gangsters,"john connors, fionn walton, kierston wareing, paul alwright, ryan lincoln, jimmy smallhorne, toni o'rourke, fionna hewitt-twamley, stephen clinch, ciaran mccabe",ireland,2018-09-15,2016,tv-ma,"dramas, international movies",ns6420,92,min,3.53
tv show,care bears: welcome to care-a-lot,"david lodge, patty mattson, doug erholtz, stephanie sheh, nayo wallace, michael sinterniklaas, michaela dean",united states,2019-08-02,2012,tv-y,kids' tv,ns6421,1,season,3.61
movie,caregiver,"sharon cuneta, john estrada, john manalo, rica peralejo, jhong hilario, saul reichlin, matthew rutherford, claire jeater, makisig morales, mickey ferriols",philippines,2019-03-05,2008,tv-14,"dramas, international movies",ns6422,131,min,3.5
movie,carol,"cate blanchett, rooney mara, sarah paulson, kyle chandler, jake lacy, john magaro, cory michael smith, carrie brownstein, kevin crowley, nik pajic","united kingdom, united states, australia",2020-10-20,2015,r,"dramas, lgbtq movies, romantic movies",ns6423,119,min,3.5
movie,carrie,"sissy spacek, piper laurie, amy irving, william katt, john travolta, nancy allen, betty buckley, p.j. soles, priscilla pointer, sydney lassick, stefan gierasch, michael talbott, doug cox, harry gold, noelle north",united states,2019-06-01,1976,r,"classic movies, cult movies, horror movies",ns6424,98,min,3.49
movie,carriers,"lou taylor pucci, chris pine, piper perabo, emily vancamp, christopher meloni, kiernan shipka, ron mcclary, mark moses",united states,2019-11-20,2009,pg-13,"horror movies, sci-fi & fantasy, thrillers",ns6425,85,min,3.53
movie,casa de mi padre,"will ferrell, gael garcía bernal, diego luna, genesis rodriguez, pedro armendáriz jr., nick offerman, efren ramirez, adrian martinez","united states, mexico",2012-11-14,2012,r,comedies,ns6426,84,min,3.52
tv show,case closed,"minami takayama, alison retzloff, wakana yamazaki, colleen clinkenbeard, akira kamiya, r. bruce elliott, wataru takagi, chafurin, mark stoddard",japan,2019-01-04,2015,tv-14,"anime series, crime tv shows, tv thrillers",ns6427,1,season,3.48
movie,casino royale,"daniel craig, judi dench, eva green, jeffrey wright, mads mikkelsen, giancarlo giannini","united kingdom, czech republic, united states, germany, bahamas",2020-08-31,2006,pg-13,action & adventure,ns6428,145,min,3.49
movie,casino tycoon,wong jing,hong kong,2018-08-01,1992,tv-ma,"action & adventure, dramas, international movies",ns6429,125,min,3.55
movie,casino tycoon 2,dennis chan,hong kong,2018-08-16,1992,tv-ma,"action & adventure, dramas, international movies",ns6430,108,min,3.57
tv show,castle of stars,"chaiyapol pupart, jintanutda lummakanon, worrawech danuwong, ornjira lamwilai, yong armchair, keerati mahapreukpong, akarat nimitchai, kornpassorn duaysianklao, nattapong chartpong",,2018-09-07,2015,tv-ma,"international tv shows, romantic tv shows, tv comedies",ns6431,1,season,3.56
movie,cat on a hot tin roof,"elizabeth taylor, paul newman, burl ives, jack carson, judith anderson, madeleine sherwood, larry gates, vaughn taylor",united states,2019-11-01,1958,nr,"classic movies, dramas",ns6432,108,min,3.49
movie,catching the sun,,"china, germany, india, united states",2016-04-22,2015,tv-14,documentaries,ns6433,74,min,3.58
movie,cats & dogs: the revenge of kitty galore,"james marsden, nick nolte, christina applegate, katt williams, bette midler, neil patrick harris, sean hayes, wallace shawn, roger moore, joe pantoliano, michael clarke duncan, chris o'donnell, jack mcbrayer, kiernan shipka","united states, australia",2019-02-01,2010,pg,"children & family movies, comedies",ns6434,82,min,3.55
movie,catwalk: tales from the cat show circuit,,canada,2019-01-07,2018,tv-pg,"documentaries, international movies",ns6435,75,min,3.52
movie,cave,"heidi toini, benjamin helstad, mads sjogard pettersen, ingar helge gimle",norway,2017-06-15,2016,tv-ma,"action & adventure, international movies, thrillers",ns6436,77,min,3.48
movie,celluloid man,p.k. nair,india,2017-04-01,2012,tv-pg,"documentaries, international movies",ns6437,156,min,3.48
movie,center stage,"amanda schull, zoe saldana, susan may pratt, peter gallagher, donna murphy, debra monk, ethan stiefel, sascha radetsky, julie kent, ilia kulik",united states,2020-01-01,2000,pg-13,dramas,ns6438,116,min,3.63
movie,chaar sahibzaade,om puri,india,2018-11-01,2014,tv-pg,"dramas, faith & spirituality, international movies",ns6439,126,min,3.62
movie,chal dhar pakad,nagesh bhonsle,india,2018-03-15,2010,tv-14,"comedies, dramas, international movies",ns6440,129,min,3.55
movie,chal mere bhai,"sanjay dutt, salman khan, karisma kapoor, dalip tahil, sushma seth, shakti kapoor, nagma, sonali bendre, twinkle khanna, ravi baswani",india,2019-12-31,2000,tv-14,"comedies, international movies, romantic movies",ns6441,132,min,3.5
movie,chalay thay saath,"syra shehroz, kent s. leung, osama tahir, mansha pasha, zhalay sharhadi, faris khalid, behroze sabzwari, shamim hilaly",pakistan,2018-05-15,2017,tv-14,"comedies, dramas, international movies",ns6442,118,min,3.6
movie,chandani: the daughter of the elephant whisperer,k.g. chandani renuka ratnayake,"germany, sri lanka",2017-03-01,2010,tv-g,"documentaries, international movies",ns6443,87,min,3.56
movie,change in the air,"mary beth hurt, rachel brosnahan, aidan quinn, olympia dukakis, m. emmet walsh, peter gerety, macy gray, satya bhabha",united states,2020-03-01,2018,pg,dramas,ns6444,95,min,3.52
movie,chaotic love poems,"chicco jerikho, pevita pearce",indonesia,2019-01-05,2016,tv-14,"dramas, international movies, romantic movies",ns6445,86,min,3.49
movie,chappaquiddick,"jason clarke, kate mara, ed helms, bruce dern, jim gaffigan, olivia thirlby, clancy brown, taylor nichols, john fiore","united states, sweden",2018-10-01,2017,pg-13,dramas,ns6446,106,min,3.53
movie,charlie and the chocolate factory,"johnny depp, freddie highmore, david kelly, helena bonham carter, noah taylor, missi pyle, james fox, deep roy, christopher lee, adam godley, annasophia robb, julia winter, jordan fry, philip wiegratz","united kingdom, united states",2020-01-01,2005,pg,"children & family movies, comedies",ns6447,115,min,3.51
movie,charlie's angels: full throttle,"cameron diaz, drew barrymore, lucy liu, bernie mac, crispin glover, justin theroux, robert patrick, demi moore, rodrigo santoro, shia labeouf, matt leblanc, luke wilson, john cleese",united states,2019-10-01,2003,pg-13,"action & adventure, comedies",ns6448,106,min,3.56
movie,charlotte's web,"debbie reynolds, charles nelson reilly, paul lynde, henry gibson, rex allen, danny bonaduce, pamelyn ferdin, don messick, agnes moorehead, martha scott, john stephenson, herb vigran, dave madden",united states,2019-11-23,1973,g,"children & family movies, classic movies",ns6449,94,min,3.5
movie,chashme buddoor,"ali zafar, siddharth, divyendu sharma, tapsee pannu, rishi kapoor, anupam kher, bharati achrekar, varun dhawan, lillete dubey, ayaz khan, ashish verma",india,2017-05-01,2013,tv-pg,"comedies, international movies, music & musicals",ns6450,121,min,3.56
movie,chasing amy,"ben affleck, joey lauren adams, jason lee, dwight ewell, jason mewes, kevin smith",united states,2020-01-01,1997,r,"comedies, cult movies, dramas",ns6451,113,min,3.51
tv show,chasing monsters,cyril chauquet,canada,2017-12-15,2016,tv-pg,"docuseries, reality tv, science & nature tv",ns6452,2,season,3.56
movie,chasing the dragon,"donnie yen, andy lau, philip keung, kent cheng, wilfred lau, ken tong, yu kang","hong kong, china",2018-04-19,2017,tv-ma,"action & adventure, dramas, international movies",ns6453,129,min,3.58
